run_name,scenario,K,snr_db,ber_bcjr,ber_neural_bcjr,ber_neural_viterbi,ber_viterbi,decode_time_s_bcjr,decode_time_s_neural_bcjr,decode_time_s_neural_viterbi,decode_time_s_viterbi,fer_bcjr,fer_neural_bcjr,fer_neural_viterbi,fer_viterbi,delta_ber_nv_minus_v,delta_ber_nb_minus_b,delta_fer_nv_minus_v,delta_fer_nb_minus_b
research_p06_amplitude_mismatch_k256_neuralfocus,amplitude_mismatch,256,-4.0,0.493671875,0.4931103515625,0.4930224609375,0.493486328125,0.3618530728753103,0.3982910709997668,0.117304290375032,0.0943787513767165,1.0,1.0,1.0,1.0,-0.0004638671874999667,-0.0005615234374999889,0.0,0.0
research_p05_burst_k512,burst,512,-8.0,0.4976399739583333,0.497099609375,0.498974609375,0.4994205729166667,0.7241785761658684,0.7948089386668289,0.2610382836676823,0.1900308788340771,1.0,1.0,1.0,1.0,-0.00044596354166670515,-0.0005403645833333415,0.0,0.0
research_p04_awgn_k256_dense,awgn,256,-2.0,0.3924658203125,0.393779296875,0.402705078125,0.403134765625,0.3684454749993165,0.4333150902506167,0.1420074944996304,0.0960715293766406,1.0,1.0,1.0,1.0,-0.0004296874999999978,0.0013134765625000266,0.0,0.0
research_p05_rayleigh_k512,rayleigh,512,-4.0,0.4744596354166667,0.475478515625,0.4800944010416667,0.480517578125,0.7244360421671687,0.796006243834466,0.2622673291660612,0.1900673351663863,1.0,1.0,1.0,1.0,-0.00042317708333333703,0.0010188802083332948,0.0,0.0
research_p06_impulsive_mismatch_k256_neuralfocus,impulsive_mismatch,256,-10.0,0.49759765625,0.4983837890625,0.4974169921875,0.4978271484375,0.4269699864998983,0.4828352048761007,0.1526820610006689,0.1102011363740894,1.0,1.0,1.0,1.0,-0.00041015624999996003,0.0007861328125000067,0.0,0.0
research_p06_amplitude_mismatch_k256_neuralfocus,amplitude_mismatch,256,-8.0,0.498974609375,0.501064453125,0.4989404296875,0.4993115234375,0.4208054557503055,0.4683593733734597,0.1438627002504654,0.1083778144988173,1.0,1.0,1.0,1.0,-0.00037109374999999556,0.002089843750000042,0.0,0.0
research_p04_rayleigh_mismatch_k256_dense,rayleigh_mismatch,256,-4.0,0.481181640625,0.4796826171875,0.486142578125,0.486474609375,0.3821441873752337,0.4430097522494179,0.143484660625545,0.0991290056246362,1.0,1.0,1.0,1.0,-0.0003320312499999756,-0.0014990234375000244,0.0,0.0
research_p02_rayleigh_k256,rayleigh,256,-6.0,0.4909375,0.4912630208333333,0.4921223958333333,0.4923828125,0.4337340109979656,0.4873665173305198,0.1524638446662963,0.1117569943337002,1.0,1.0,1.0,1.0,-0.0002604166666667074,0.0003255208333332593,0.0,0.0
research_p03_rayleigh_mismatch_k128,rayleigh_mismatch,128,-2.0,0.422296875,0.422078125,0.4330625,0.4333125,0.1757779837996931,0.2041306397975422,0.0556483916015131,0.0453421398001955,1.0,1.0,1.0,1.0,-0.00024999999999997247,-0.00021874999999998979,0.0,0.0
research_p04_awgn_k256_dense,awgn,256,2.0,0.007763671875,0.0075390625,0.0076025390625,0.0078271484375,0.3670409671257221,0.4329732441247324,0.1426077344997611,0.0956604287509981,0.2725,0.27,0.27125,0.2675,-0.00022460937500000042,-0.00022460937500000042,0.0037499999999999756,-0.0025000000000000022
research_p02_amplitude_mismatch_k128,amplitude_mismatch,128,-2.0,0.48765625,0.4866666666666667,0.4886979166666667,0.4888802083333333,0.2191077939999134,0.270411493666276,0.0745083753339713,0.0550961730006383,1.0,1.0,1.0,1.0,-0.0001822916666666119,-0.0009895833333333215,0.0,0.0
research_p04_rayleigh_k256_dense,rayleigh,256,4.0,0.0026806640625,0.0028857421875,0.0025390625,0.0027197265625,0.367743250249623,0.4280680001256405,0.138904776874624,0.0956410385002527,0.14875,0.14875,0.1475,0.145,-0.00018066406250000005,0.00020507812499999997,0.0025000000000000022,0.0
research_p01_awgn_k512,awgn,512,2.0,0.0079296875,0.0081184895833333,0.007734375,0.0078841145833333,0.7245146023321043,0.7934137840016047,0.2610052183340303,0.1900300160003826,0.4233333333333333,0.4133333333333333,0.4166666666666667,0.4166666666666667,-0.0001497395833332995,0.0001888020833333004,0.0,-0.010000000000000009
research_p04_rayleigh_mismatch_k256_dense,rayleigh_mismatch,256,-2.0,0.4369091796875,0.4376708984375,0.4428955078125,0.4430322265625,0.3848511440005677,0.4410724906260293,0.14017334299926,0.0999130910009989,1.0,1.0,1.0,1.0,-0.0001367187500000422,0.0007617187500000289,0.0,0.0
research_p04_rayleigh_k256_dense,rayleigh,256,6.0,0.00037109375,0.0002978515625,0.0002392578125,0.00037109375,0.3853053994978108,0.4445386141258495,0.1417284163751173,0.0997369978755159,0.04,0.04,0.03375,0.04,-0.0001318359375,-7.324218750000001e-05,-0.006249999999999999,0.0
